session_id,user_id,session_start,session_length_sec
83,U00007,2026-02-02 05:28:00,3132
84,U00007,2026-02-06 15:10:00,2243
85,U00007,2026-02-03 18:38:00,1904
86,U00007,2026-01-30 05:33:00,2208
87,U00007,2026-02-05 19:20:00,2935
88,U00007,2026-01-31 08:32:00,1619
89,U00007,2026-02-03 22:52:00,1172
90,U00007,2026-02-02 04:29:00,2151
91,U00007,2026-01-31 12:04:00,3536
92,U00007,2026-02-02 14:10:00,377
93,U00007,2026-02-07 09:33:00,431
94,U00008,2026-01-30 01:28:00,2749
95,U00008,2026-01-28 21:58:00,915
96,U00008,2026-01-23 07:01:00,2188
97,U00008,2026-01-27 09:34:00,2490
98,U00008,2026-01-21 11:04:00,2492
99,U00008,2026-01-21 16:46:00,802
100,U00008,2026-01-22 13:40:00,2451
101,U00008,2026-01-23 17:42:00,2270
102,U00008,2026-01-26 09:38:00,2738
103,U00008,2026-01-23 09:13:00,1771
104,U00008,2026-01-24 17:18:00,1946
105,U00008,2026-01-21 07:57:00,1554
106,U00008,2026-01-24 02:36:00,2897
107,U00009,2026-01-11 23:54:00,1250
108,U00010,2026-01-29 09:57:00,2157
109,U00011,2026-01-23 14:24:00,1441
110,U00011,2026-01-24 19:42:00,1114
111,U00011,2026-01-22 03:35:00,3295
112,U00011,2026-01-26 00:14:00,3528
113,U00011,2026-01-26 21:24:00,3528
114,U00011,2026-01-22 14:03:00,429
115,U00011,2026-01-21 12:34:00,2255
116,U00011,2026-01-22 13:13:00,2134
117,U00011,2026-01-23 00:10:00,2165
118,U00011,2026-01-26 09:09:00,3505
119,U00012,2026-01-29 13:34:00,645
120,U00012,2026-02-01 02:20:00,3305
121,U00012,2026-01-24 16:24:00,3340
122,U00012,2026-01-30 13:47:00,3030
123,U00012,2026-01-26 16:47:00,1647
124,U00012,2026-01-27 14:47:00,2163
125,U00012,2026-02-01 16:48:00,903
126,U00012,2026-02-01 16:53:00,350
127,U00013,2026-01-18 22:00:00,3126
128,U00013,2026-01-17 13:33:00,1936
129,U00013,2026-01-15 22:49:00,1945
130,U00013,2026-01-14 20:05:00,3330
131,U00013,2026-01-19 17:04:00,2154
132,U00013,2026-01-16 09:26:00,2718
133,U00013,2026-01-18 11:00:00,3316
134,U00013,2026-01-15 19:20:00,501
135,U00013,2026-01-14 05:12:00,416
136,U00013,2026-01-20 15:36:00,874
137,U00013,2026-01-14 08:56:00,1925
138,U00013,2026-01-16 06:25:00,3581
139,U00013,2026-01-12 05:46:00,2987
140,U00013,2026-01-13 20:05:00,963
141,U00014,2026-01-14 11:49:00,2179
142,U00014,2026-01-11 02:56:00,584
143,U00014,2026-01-16 11:05:00,2503
144,U00014,2026-01-12 17:52:00,1266
145,U00014,2026-01-11 18:27:00,988
146,U00014,2026-01-14 05:41:00,2823
147,U00014,2026-01-18 09:20:00,626
148,U00015,2026-01-30 07:14:00,1251
149,U00016,2026-01-21 07:08:00,1800
150,U00016,2026-01-28 17:22:00,2365
151,U00016,2026-01-21 09:49:00,1694
152,U00016,2026-01-22 03:13:00,2849
153,U00016,2026-01-21 01:53:00,3593
154,U00016,2026-01-26 15:46:00,1130
155,U00016,2026-01-24 21:27:00,3272
156,U00016,2026-01-27 13:19:00,1077
157,U00016,2026-01-30 02:41:00,2434
158,U00016,2026-01-27 20:01:00,3379
159,U00016,2026-01-21 05:12:00,3106
160,U00016,2026-01-23 07:22:00,2090
161,U00016,2026-01-28 17:57:00,3108
162,U00016,2026-01-25 09:38:00,3422
163,U00016,2026-01-21 16:46:00,1587
164,U00016,2026-01-22 01:35:00,1411
165,U00016,2026-01-28 13:33:00,2838
166,U00016,2026-01-24 02:44:00,481
167,U00016,2026-01-25 15:09:00,3082
168,U00017,2026-01-05 00:06:00,629
169,U00017,2026-01-10 02:30:00,3456
170,U00017,2026-01-06 23:24:00,1214
171,U00017,2026-01-07 21:48:00,3047
172,U00017,2026-01-05 08:33:00,2220
173,U00017,2026-01-08 12:25:00,3370
174,U00017,2026-01-05 11:46:00,770
175,U00017,2026-01-10 06:35:00,1855
176,U00017,2026-01-08 13:24:00,1233
177,U00017,2026-01-12 20:49:00,1376
178,U00017,2026-01-06 14:13:00,1687
179,U00017,2026-01-11 09:52:00,3061
180,U00017,2026-01-11 00:58:00,427
181,U00017,2026-01-04 18:58:00,3580
182,U00017,2026-01-12 09:11:00,536
183,U00017,2026-01-12 23:02:00,3572
184,U00018,2026-01-11 11:05:00,741
185,U00018,2026-01-09 13:24:00,374
186,U00018,2026-01-13 19:29:00,2475
187,U00018,2026-01-12 00:41:00,1679
188,U00018,2026-01-16 15:33:00,2381
189,U00018,2026-01-08 19:36:00,3345
190,U00018,2026-01-17 09:47:00,1922
191,U00018,2026-01-12 05:41:00,2374
192,U00018,2026-01-16 21:50:00,945
193,U00018,2026-01-15 10:09:00,2615
194,U00018,2026-01-16 13:40:00,754
195,U00019,2026-01-24 15:21:00,3328
196,U00019,2026-02-02 02:09:00,3367
197,U00019,2026-01-29 23:06:00,3166
198,U00019,2026-01-28 21:55:00,1694
199,U00019,2026-02-02 00:28:00,448
200,U00019,2026-01-31 00:10:00,3023
201,U00019,2026-01-24 03:06:00,3154
202,U00019,2026-01-31 20:50:00,1633
203,U00019,2026-01-25 00:54:00,2970
204,U00019,2026-01-31 12:37:00,705
205,U00020,2026-01-10 21:52:00,2085
206,U00020,2026-01-06 12:30:00,3519
207,U00020,2026-01-05 21:07:00,3305
208,U00020,2026-01-04 03:20:00,453
209,U00020,2026-01-04 01:12:00,3060
210,U00021,2026-01-22 20:40:00,360
211,U00021,2026-01-29 00:41:00,324
212,U00021,2026-01-28 02:10:00,1552
213,U00021,2026-01-24 01:41:00,3213
214,U00021,2026-01-24 17:47:00,3164
215,U00021,2026-01-22 05:29:00,1820
216,U00021,2026-01-29 05:38:00,2099
217,U00021,2026-01-26 18:24:00,2050
218,U00022,2026-01-26 16:15:00,1009
219,U00022,2026-01-28 07:45:00,1412
220,U00022,2026-01-30 08:08:00,1861
221,U00022,2026-01-30 17:19:00,1010
222,U00022,2026-01-21 16:20:00,3457
223,U00023,2026-01-06 02:16:00,3230
224,U00023,2026-01-09 13:46:00,1026
225,U00023,2026-01-03 20:46:00,1289
226,U00023,2026-01-05 15:34:00,3342
227,U00023,2026-01-03 10:14:00,1596
228,U00023,2026-01-09 16:34:00,2967
229,U00023,2026-01-03 02:10:00,3152
230,U00024,2026-01-31 16:25:00,482
231,U00024,2026-01-30 06:03:00,338
232,U00024,2026-01-31 08:16:00,1672
233,U00024,2026-01-29 15:20:00,3069
234,U00024,2026-01-24 00:15:00,792
235,U00024,2026-02-02 18:51:00,3241
236,U00024,2026-01-25 05:10:00,1038
237,U00024,2026-02-02 09:05:00,2761
238,U00024,2026-01-30 19:24:00,1597
239,U00024,2026-01-26 17:42:00,1113
240,U00024,2026-01-27 00:28:00,1257
241,U00025,2026-01-16 12:27:00,996
242,U00025,2026-01-19 21:02:00,2724
243,U00025,2026-01-21 15:25:00,1220
244,U00025,2026-01-18 05:39:00,688
245,U00025,2026-01-12 00:02:00,1465
246,U00025,2026-01-19 05:23:00,445
247,U00025,2026-01-16 07:11:00,1004
248,U00025,2026-01-16 09:44:00,698
249,U00025,2026-01-12 22:47:00,1263
250,U00025,2026-01-21 01:00:00,1238
251,U00025,2026-01-17 13:26:00,1763
252,U00025,2026-01-19 00:10:00,1385
253,U00025,2026-01-13 19:36:00,2911
254,U00025,2026-01-15 22:13:00,1184
255,U00025,2026-01-14 23:09:00,3478
256,U00025,2026-01-13 13:44:00,2565
257,U00025,2026-01-20 12:32:00,2853
258,U00026,2026-02-06 00:53:00,3418
259,U00026,2026-02-05 11:28:00,1844
260,U00026,2026-02-01 17:23:00,2213
261,U00027,2026-01-15 06:58:00,3037
262,U00027,2026-01-07 01:01:00,3516
263,U00027,2026-01-13 00:02:00,459
264,U00027,2026-01-08 13:00:00,3491
265,U00027,2026-01-14 05:28:00,879
266,U00027,2026-01-10 21:30:00,1940
267,U00027,2026-01-13 22:26:00,2982
268,U00027,2026-01-14 20:18:00,1220
269,U00027,2026-01-07 22:35:00,469
270,U00027,2026-01-14 00:39:00,1860
271,U00027,2026-01-10 23:38:00,1254
272,U00027,2026-01-07 16:23:00,3495
273,U00027,2026-01-11 05:27:00,1574
274,U00027,2026-01-10 19:59:00,1925
275,U00027,2026-01-07 07:33:00,336
276,U00027,2026-01-10 16:12:00,892
277,U00027,2026-01-07 17:43:00,1624
278,U00028,2026-01-11 22:26:00,1891
279,U00028,2026-01-09 00:39:00,2296
280,U00028,2026-01-02 21:25:00,515
281,U00028,2026-01-04 05:35:00,3539
282,U00028,2026-01-02 09:30:00,3163
283,U00028,2026-01-10 13:00:00,662
284,U00028,2026-01-10 19:53:00,655
285,U00028,2026-01-07 11:39:00,2354
286,U00028,2026-01-06 09:16:00,1125
287,U00028,2026-01-10 17:34:00,2882
288,U00028,2026-01-11 23:37:00,3019
289,U00028,2026-01-06 01:21:00,2703
290,U00028,2026-01-03 09:48:00,2312
291,U00028,2026-01-08 20:47:00,1848
292,U00028,2026-01-02 20:56:00,2364
293,U00028,2026-01-09 20:46:00,3213
294,U00028,2026-01-09 06:04:00,974
295,U00028,2026-01-07 07:46:00,2761
296,U00028,2026-01-08 09:45:00,1556
297,U00029,2026-02-01 16:28:00,577
298,U00029,2026-01-31 15:15:00,2187
299,U00030,2026-01-22 22:27:00,1030
300,U00030,2026-01-21 08:43:00,1217
301,U00030,2026-01-21 14:45:00,3052
302,U00030,2026-01-26 07:53:00,3491
303,U00031,2026-01-02 21:33:00,1003
304,U00031,2026-01-04 12:42:00,1550
305,U00031,2026-01-04 06:20:00,2807
306,U00031,2026-01-07 00:28:00,1206
307,U00031,2026-01-01 14:38:00,2426
308,U00031,2026-01-03 07:38:00,869
309,U00031,2026-01-07 12:17:00,815
310,U00031,2026-01-01 18:42:00,2744
311,U00031,2026-01-09 00:38:00,1186
312,U00031,2026-01-04 19:13:00,2010
313,U00031,2026-01-04 17:25:00,1862
314,U00031,2026-01-03 14:08:00,3095
315,U00031,2026-01-08 16:28:00,320
316,U00031,2026-01-05 01:23:00,1982
317,U00031,2026-01-09 23:30:00,1830
318,U00031,2026-01-01 09:29:00,1233
319,U00031,2026-01-02 19:46:00,2155
320,U00031,2026-01-01 13:12:00,1091
321,U00032,2026-01-13 21:34:00,2839
322,U00032,2026-01-19 18:03:00,2777
323,U00032,2026-01-20 22:12:00,819
324,U00032,2026-01-13 03:18:00,2734
325,U00032,2026-01-16 06:17:00,3246
326,U00032,2026-01-15 08:46:00,3524
327,U00032,2026-01-18 21:36:00,1559
328,U00032,2026-01-15 08:40:00,2001
329,U00032,2026-01-20 15:55:00,3073
330,U00032,2026-01-17 08:20:00,416
331,U00032,2026-01-13 22:47:00,883
332,U00032,2026-01-12 01:11:00,573
333,U00033,2026-01-31 00:10:00,1624
334,U00033,2026-02-03 13:20:00,2343
335,U00033,2026-01-31 23:35:00,1078
336,U00033,2026-01-31 18:31:00,1876
337,U00033,2026-01-26 09:47:00,3236
338,U00033,2026-01-31 18:29:00,2439
339,U00033,2026-01-29 11:12:00,1013
340,U00033,2026-02-02 04:01:00,2343
341,U00033,2026-01-26 00:01:00,2572
342,U00033,2026-01-26 09:48:00,2463
343,U00033,2026-02-04 15:17:00,3474
344,U00033,2026-01-27 19:49:00,3218
345,U00033,2026-02-04 02:01:00,442
346,U00033,2026-01-27 01:45:00,1186
347,U00033,2026-01-26 05:16:00,2286
348,U00033,2026-01-31 00:08:00,3121
349,U00033,2026-02-03 23:02:00,2570
350,U00033,2026-02-03 23:13:00,1015
351,U00034,2026-01-29 22:21:00,1407
352,U00034,2026-01-28 07:38:00,1407
353,U00034,2026-01-25 23:33:00,321
354,U00034,2026-01-31 14:54:00,814
355,U00034,2026-01-30 14:33:00,313
356,U00034,2026-01-23 16:53:00,3383
357,U00034,2026-01-28 15:08:00,1860
358,U00034,2026-01-24 02:01:00,3518
359,U00035,2026-02-01 11:24:00,2227
360,U00035,2026-02-04 05:08:00,994
361,U00035,2026-01-31 15:13:00,961
362,U00035,2026-02-02 22:55:00,611
363,U00035,2026-02-06 18:02:00,3271
364,U00035,2026-02-07 12:34:00,334
365,U00035,2026-02-03 20:30:00,652
366,U00035,2026-02-04 22:35:00,3209
367,U00035,2026-02-02 02:38:00,2277
368,U00035,2026-02-05 06:43:00,3152
369,U00035,2026-02-01 12:11:00,1687
370,U00035,2026-02-01 15:55:00,2499
371,U00035,2026-01-30 15:46:00,907
372,U00035,2026-02-06 06:59:00,1573
373,U00036,2026-01-15 09:37:00,2682
374,U00036,2026-01-13 15:31:00,2097
375,U00037,2026-02-03 12:34:00,1694
376,U00037,2026-02-03 21:09:00,936
377,U00037,2026-01-27 21:00:00,829
378,U00037,2026-02-01 00:20:00,3258
379,U00037,2026-01-25 14:26:00,1093
380,U00037,2026-02-01 01:39:00,3099
381,U00037,2026-01-31 22:01:00,1239
382,U00038,2026-01-18 06:14:00,2640
383,U00038,2026-01-21 16:44:00,852
384,U00038,2026-01-22 06:20:00,1946
385,U00038,2026-01-24 03:50:00,2308
386,U00038,2026-01-20 02:09:00,1137
387,U00038,2026-01-17 14:50:00,2340
388,U00038,2026-01-18 19:46:00,1552
389,U00038,2026-01-21 07:39:00,600
390,U00038,2026-01-23 22:06:00,2634
391,U00038,2026-01-26 10:29:00,569
392,U00038,2026-01-26 14:03:00,1161
393,U00038,2026-01-25 21:20:00,2480
394,U00038,2026-01-20 16:11:00,2860
395,U00038,2026-01-25 09:35:00,3233
396,U00039,2026-01-31 11:26:00,2320
397,U00039,2026-01-31 05:04:00,1955
398,U00039,2026-02-03 02:35:00,1690
399,U00039,2026-02-01 10:19:00,1574
400,U00039,2026-01-30 05:33:00,1268
401,U00039,2026-01-31 17:23:00,581
402,U00039,2026-01-27 01:58:00,1358
403,U00039,2026-02-01 08:04:00,1382
404,U00039,2026-01-31 19:44:00,1308
405,U00039,2026-01-29 20:29:00,1335
406,U00039,2026-02-05 04:35:00,3040
407,U00040,2026-02-03 21:14:00,425
408,U00040,2026-01-28 03:36:00,1508
409,U00040,2026-02-02 20:46:00,3555
410,U00040,2026-01-28 15:18:00,1617
411,U00040,2026-01-30 02:30:00,2731
412,U00040,2026-01-30 22:39:00,2269
413,U00040,2026-02-05 14:51:00,674
414,U00040,2026-02-03 22:44:00,428
415,U00040,2026-02-02 11:08:00,1681
416,U00040,2026-01-31 01:25:00,1498
417,U00040,2026-01-28 20:16:00,2658
418,U00040,2026-02-02 20:41:00,2774
419,U00040,2026-02-05 23:57:00,2461
420,U00040,2026-01-28 19:28:00,602
421,U00040,2026-02-03 09:47:00,1286
422,U00040,2026-02-03 05:44:00,1113
423,U00040,2026-01-30 13:20:00,3372
424,U00040,2026-01-29 21:50:00,2299
425,U00041,2026-01-14 22:07:00,1392
426,U00041,2026-01-18 20:43:00,1309
427,U00041,2026-01-15 09:34:00,1908
428,U00041,2026-01-10 18:32:00,987
429,U00041,2026-01-18 09:48:00,3530
430,U00041,2026-01-18 16:10:00,1647
431,U00041,2026-01-11 23:24:00,3473
432,U00041,2026-01-13 00:18:00,2744
433,U00041,2026-01-18 21:42:00,1150
434,U00041,2026-01-10 22:47:00,1121
435,U00041,2026-01-16 12:04:00,3436
436,U00041,2026-01-19 11:50:00,2490
437,U00041,2026-01-14 13:47:00,2952
438,U00041,2026-01-18 05:04:00,1035
439,U00042,2026-01-30 01:41:00,2309
440,U00042,2026-01-30 16:07:00,3321
441,U00042,2026-02-06 16:01:00,3289
442,U00042,2026-02-05 17:06:00,2432
443,U00042,2026-02-06 05:27:00,3163
444,U00042,2026-01-29 07:33:00,2247
445,U00042,2026-02-01 20:44:00,1477
446,U00042,2026-02-05 00:11:00,1456
447,U00042,2026-01-29 05:03:00,3322
448,U00042,2026-01-31 13:02:00,342
449,U00042,2026-02-03 22:29:00,2845
450,U00042,2026-02-01 06:46:00,2966
451,U00042,2026-02-03 05:35:00,2138
452,U00042,2026-02-01 19:07:00,2746
453,U00042,2026-02-05 11:54:00,350
454,U00042,2026-01-31 13:08:00,440
455,U00042,2026-02-02 13:06:00,2125
456,U00043,2026-01-31 16:47:00,672
457,U00043,2026-01-31 08:13:00,1992
458,U00043,2026-01-30 19:27:00,405
459,U00043,2026-01-31 11:09:00,1981
460,U00043,2026-01-29 09:48:00,2991
461,U00043,2026-02-06 22:48:00,649
462,U00043,2026-02-03 22:54:00,3479
463,U00043,2026-02-06 17:42:00,3256
464,U00043,2026-02-03 15:58:00,2659
465,U00043,2026-01-28 07:24:00,2645
466,U00043,2026-02-04 00:35:00,1407
467,U00043,2026-01-31 23:28:00,1495
468,U00043,2026-02-04 23:05:00,2906
469,U00043,2026-02-03 19:01:00,1600
470,U00044,2026-01-25 08:40:00,2106
471,U00044,2026-01-25 16:23:00,2725
472,U00044,2026-01-24 11:21:00,2931
473,U00044,2026-01-23 11:59:00,1372
474,U00044,2026-01-25 14:18:00,1616
475,U00044,2026-01-19 00:49:00,3011
476,U00044,2026-01-18 18:03:00,3538
477,U00044,2026-01-25 14:16:00,445
478,U00044,2026-01-18 16:32:00,1762
479,U00045,2026-01-19 11:26:00,1884
480,U00045,2026-01-17 18:51:00,1549
481,U00045,2026-01-15 10:30:00,3008
482,U00045,2026-01-15 11:01:00,3152
483,U00045,2026-01-17 16:27:00,3531
484,U00045,2026-01-24 16:08:00,2937
485,U00045,2026-01-23 21:17:00,1220
486,U00045,2026-01-16 22:23:00,2126
487,U00045,2026-01-21 23:17:00,2984
488,U00045,2026-01-21 07:38:00,1298
489,U00045,2026-01-22 11:39:00,2649
490,U00045,2026-01-17 20:41:00,1425
491,U00045,2026-01-24 04:47:00,1490
492,U00045,2026-01-18 12:23:00,2064
493,U00045,2026-01-15 01:12:00,2995
494,U00045,2026-01-15 18:13:00,2772
495,U00045,2026-01-21 11:47:00,2104
496,U00045,2026-01-15 13:47:00,1255
497,U00046,2026-02-03 12:55:00,2035
498,U00046,2026-01-31 01:06:00,3361
499,U00046,2026-02-08 21:22:00,641
500,U00046,2026-02-04 19:13:00,3074
501,U00046,2026-01-31 10:13:00,1532
502,U00047,2026-01-31 01:55:00,961
503,U00047,2026-02-08 07:32:00,2168
504,U00047,2026-02-07 05:10:00,507
505,U00048,2026-01-23 00:54:00,3259
506,U00048,2026-01-15 23:43:00,2231
507,U00048,2026-01-22 16:19:00,2862
508,U00048,2026-01-21 05:47:00,2974
509,U00048,2026-01-22 10:29:00,1840
510,U00048,2026-01-18 21:11:00,663
511,U00048,2026-01-15 04:45:00,448
512,U00048,2026-01-18 06:45:00,3325
513,U00048,2026-01-22 13:19:00,1484
514,U00048,2026-01-19 13:03:00,2807
515,U00049,2026-02-02 12:17:00,2856
516,U00049,2026-02-02 08:00:00,1986
517,U00049,2026-01-31 12:28:00,1901
518,U00049,2026-02-07 05:40:00,3117
519,U00049,2026-02-07 16:08:00,2796
520,U00049,2026-02-01 20:03:00,2025
521,U00050,2026-01-20 05:10:00,561
522,U00050,2026-01-21 06:45:00,2490
523,U00050,2026-01-24 22:19:00,3472
524,U00050,2026-01-22 08:09:00,311
525,U00051,2026-01-12 00:41:00,3025
526,U00051,2026-01-13 19:41:00,3587
527,U00051,2026-01-21 02:13:00,3438
528,U00051,2026-01-18 15:47:00,372
529,U00051,2026-01-16 09:37:00,3206
530,U00051,2026-01-13 15:30:00,3577
531,U00051,2026-01-15 04:25:00,1860
532,U00051,2026-01-13 13:12:00,2600
533,U00051,2026-01-17 21:52:00,463
534,U00051,2026-01-12 18:53:00,2683
535,U00051,2026-01-17 03:57:00,2728
536,U00051,2026-01-15 14:58:00,2830
537,U00051,2026-01-20 15:01:00,1348
538,U00051,2026-01-16 08:01:00,3264
539,U00051,2026-01-13 16:03:00,836
540,U00052,2026-01-26 19:56:00,2279
541,U00052,2026-01-26 16:28:00,2151
542,U00052,2026-01-28 11:11:00,2184
543,U00052,2026-01-24 18:03:00,3010
544,U00052,2026-01-25 04:46:00,3358
545,U00052,2026-01-27 12:57:00,2692
546,U00052,2026-01-24 06:21:00,989
547,U00052,2026-01-30 07:36:00,1282
548,U00052,2026-01-25 18:42:00,448
549,U00052,2026-01-31 19:39:00,489
550,U00052,2026-01-25 04:22:00,3451
551,U00052,2026-01-23 21:23:00,2095
552,U00052,2026-01-29 13:04:00,2448
553,U00052,2026-01-29 23:23:00,1119
554,U00052,2026-01-26 06:59:00,423
555,U00053,2026-01-26 18:06:00,1808
556,U00053,2026-01-23 12:47:00,2344
557,U00053,2026-01-22 08:38:00,2502
558,U00053,2026-01-25 07:34:00,2064
559,U00053,2026-01-25 08:29:00,1506
560,U00053,2026-01-21 06:44:00,2593
561,U00054,2026-01-29 10:49:00,2211
562,U00054,2026-01-31 15:00:00,2412
563,U00054,2026-01-29 04:01:00,2840
564,U00054,2026-01-29 05:37:00,2320
565,U00054,2026-01-28 07:44:00,3342
566,U00054,2026-01-25 11:39:00,2742
567,U00055,2026-01-04 10:23:00,893
568,U00055,2026-01-10 20:50:00,2068
569,U00055,2026-01-06 09:13:00,2368
570,U00055,2026-01-12 06:36:00,2972
571,U00056,2026-01-05 19:03:00,692
572,U00056,2026-01-13 02:08:00,3501
573,U00056,2026-01-05 17:13:00,541
574,U00056,2026-01-14 03:51:00,1088
575,U00056,2026-01-11 13:21:00,1075
576,U00056,2026-01-10 03:19:00,3292
577,U00056,2026-01-05 15:55:00,1155
578,U00056,2026-01-07 09:40:00,1739
579,U00056,2026-01-05 01:26:00,2448
580,U00057,2026-01-26 01:26:00,2390
581,U00057,2026-01-19 06:47:00,3011
582,U00057,2026-01-19 02:27:00,2624
583,U00057,2026-01-26 06:05:00,3599
584,U00057,2026-01-22 06:38:00,1534
585,U00057,2026-01-25 08:18:00,2887
586,U00057,2026-01-21 07:21:00,1584
587,U00057,2026-01-23 05:49:00,2337
588,U00058,2026-01-16 16:31:00,2715
589,U00058,2026-01-07 20:46:00,659
590,U00058,2026-01-15 05:28:00,3309
591,U00058,2026-01-08 16:02:00,2127
592,U00058,2026-01-10 02:48:00,516
593,U00058,2026-01-16 01:58:00,489
594,U00058,2026-01-08 02:28:00,951
595,U00058,2026-01-14 12:49:00,2721
596,U00059,2026-01-25 02:39:00,2698
597,U00059,2026-01-22 08:42:00,821
598,U00059,2026-01-21 15:35:00,2530
599,U00059,2026-01-29 08:07:00,2150
600,U00059,2026-01-30 16:24:00,3137
601,U00059,2026-01-24 06:53:00,2303
602,U00059,2026-01-25 19:55:00,985
603,U00059,2026-01-21 14:47:00,2469
604,U00059,2026-01-27 00:38:00,2844
605,U00059,2026-01-29 15:42:00,2496
606,U00059,2026-01-25 05:01:00,2585
607,U00059,2026-01-27 11:02:00,2583
608,U00059,2026-01-26 11:01:00,534
609,U00060,2026-01-10 12:49:00,2888
610,U00060,2026-01-13 07:42:00,2783
611,U00060,2026-01-10 23:50:00,387
612,U00060,2026-01-14 07:00:00,2024
613,U00060,2026-01-09 11:35:00,814
614,U00060,2026-01-14 00:18:00,322
615,U00060,2026-01-15 01:47:00,1604
616,U00060,2026-01-13 18:54:00,2483
617,U00060,2026-01-18 20:09:00,2476
618,U00060,2026-01-13 08:34:00,748
619,U00060,2026-01-12 18:47:00,1806
620,U00060,2026-01-18 07:52:00,3381
621,U00060,2026-01-13 05:01:00,2578
622,U00061,2026-01-15 01:51:00,1336
623,U00061,2026-01-15 08:19:00,3279
624,U00062,2026-01-27 05:13:00,2913
625,U00062,2026-01-18 17:17:00,1956
626,U00062,2026-01-19 23:20:00,3391
627,U00062,2026-01-20 16:54:00,1393
628,U00062,2026-01-25 20:34:00,1424
629,U00062,2026-01-27 02:11:00,1704
630,U00062,2026-01-21 17:23:00,2229
631,U00062,2026-01-25 16:53:00,526
632,U00062,2026-01-27 13:41:00,2323
633,U00062,2026-01-24 06:44:00,2549
634,U00063,2026-01-07 03:07:00,1380
635,U00063,2026-01-07 04:32:00,3490
636,U00063,2026-01-10 08:35:00,3592
637,U00063,2026-01-06 05:35:00,3045
638,U00063,2026-01-10 08:19:00,3247
639,U00063,2026-01-11 12:45:00,2883
640,U00064,2026-01-26 02:38:00,3559
